1789210902,0, 0, 34
1789210907,3, 0, 34
1789210912,6883, 99, 53
1789210917,6883, 99, 55
1789210922,6883, 100, 56
1789210927,6883, 99, 58
1789210932,6883, 100, 59
1789210937,6883, 100, 60
1789210942,6883, 100, 61
1789210947,6883, 99, 62
1789210952,6883, 100, 63
1789210957,6883, 100, 64
1789210962,6883, 100, 65
1789210967,6883, 100, 66
1789210973,6883, 100, 66
1789210978,6883, 100, 67
1789210983,6883, 100, 67
1789210988,6883, 100, 68
1789210993,6883, 100, 68
1789210998,6883, 100, 69
1789211003,6883, 100, 69
1789211008,6883, 99, 70
1789211013,6883, 100, 70
1789211018,6883, 99, 70
1789211023,6883, 100, 70
1789211028,6883, 100, 70
1789211033,6883, 100, 71
1789211038,6883, 99, 71
1789211043,6883, 99, 71
1789211048,6883, 100, 72
1789211053,6883, 100, 72
1789211059,6883, 100, 72
1789211064,6883, 100, 72
1789211069,6883, 100, 72
1789211074,6883, 100, 72
1789211079,6883, 100, 72
1789211084,6883, 100, 73
1789211089,6883, 100, 72
1789211094,6883, 100, 73
1789211099,6883, 100, 73
1789211104,6883, 99, 73
1789211109,6883, 100, 73
1789211114,6883, 100, 73
1789211119,6883, 100, 73
1789211124,6883, 100, 73
1789211129,6883, 100, 73
1789211134,6883, 100, 73
1789211139,6883, 99, 73
1789211145,6883, 100, 73
1789211150,6883, 99, 73
1789211155,6883, 99, 74
1789211160,6883, 100, 73
1789211165,6883, 100, 73
1789211170,6883, 100, 73
1789211175,6883, 100, 73
1789211180,6883, 100, 73
1789211185,6883, 99, 73
1789211190,6883, 100, 73
1789211195,6883, 100, 73
1789211200,6883, 100, 74
1789211205,6883, 99, 74
1789211210,6883, 100, 73
1789211215,6979, 100, 71
1789211220,6979, 100, 73
1789211225,6979, 100, 73
1789211230,6979, 100, 73
1789211235,6979, 100, 73
1789211240,6979, 100, 73
1789211245,6979, 100, 73
1789211250,6979, 99, 74
1789211255,6979, 99, 73
1789211261,6979, 99, 73
1789211266,6979, 100, 73
1789211271,6979, 100, 73
1789211276,6979, 100, 73
1789211281,6979, 100, 73
1789211286,6979, 100, 73
1789211291,6979, 100, 74
1789211296,6979, 100, 73
1789211301,6979, 100, 73
1789211306,6979, 100, 73
1789211311,6979, 100, 73
1789211316,6979, 100, 73
1789211321,6979, 100, 74
1789211326,6979, 100, 73
1789211331,6979, 100, 74
1789211336,6979, 100, 73
1789211341,6979, 100, 73
1789211346,6979, 100, 73
1789211352,6979, 100, 73
1789211357,6979, 99, 74
1789211362,6979, 99, 73
1789211367,6979, 100, 74
1789211372,6979, 100, 73
1789211377,6979, 99, 74
1789211382,6979, 100, 74
1789211387,6979, 99, 73
1789211392,6979, 100, 74
1789211397,6979, 100, 73
1789211402,6979, 100, 73
1789211407,6979, 99, 73
1789211412,6979, 100, 73
1789211417,6979, 99, 74
1789211422,6979, 100, 73
1789211427,6979, 100, 73
1789211432,6979, 100, 73
1789211438,6979, 100, 73
1789211443,6979, 100, 74
1789211448,6979, 100, 73
1789211453,6979, 100, 73
1789211458,6979, 100, 73
1789211463,6979, 100, 73
1789211468,6979, 99, 73
1789211473,6979, 100, 73
1789211478,6979, 99, 73
1789211483,6979, 100, 73
1789211488,6979, 99, 73
1789211493,6979, 99, 73
1789211498,6979, 100, 73
1789211503,6979, 100, 73
1789211508,6979, 100, 73
1789211513,6979, 99, 73
1789211519,6979, 0, 67
1789211524,0, 0, 58
1789211529,683, 0, 57
1789211534,7363, 100, 67
1789211539,7363, 100, 68
1789211544,7363, 99, 69
1789211549,7363, 100, 69
1789211554,7363, 100, 70
1789211559,7363, 100, 71
1789211564,7363, 100, 71
1789211569,7363, 99, 71
1789211574,7363, 100, 71
1789211579,7363, 100, 72
1789211584,7363, 99, 72
1789211589,7363, 100, 72
1789211594,7363, 100, 72
1789211600,7363, 100, 72
1789211605,7363, 100, 72
1789211610,7363, 100, 72
1789211615,7363, 100, 73
1789211620,7363, 100, 73
1789211625,7363, 100, 73
1789211630,7363, 100, 73
1789211635,7363, 100, 73
1789211640,7363, 100, 73
1789211645,7363, 100, 73
1789211650,7363, 100, 73
1789211655,7363, 100, 73
1789211660,7363, 100, 73
1789211665,7363, 100, 73
1789211670,7363, 100, 73
1789211675,7363, 100, 73
1789211680,7363, 100, 73
1789211685,7363, 100, 73
1789211690,7363, 99, 73
1789211695,7363, 100, 73
1789211700,7363, 100, 73
1789211705,7363, 100, 73
1789211711,7363, 100, 73
1789211716,7363, 100, 73
1789211721,7363, 100, 73
1789211726,7363, 100, 73
1789211731,7363, 100, 73
1789211736,7363, 100, 73
1789211741,7363, 100, 73
1789211746,7363, 100, 73
1789211751,7363, 100, 73
1789211756,7363, 100, 73
1789211761,7363, 100, 73
1789211766,7269, 100, 71
1789211771,7269, 100, 72
1789211776,7269, 100, 72
1789211781,7269, 100, 72
1789211786,7269, 100, 72
1789211792,7269, 100, 72
1789211797,7269, 100, 73
1789211802,7269, 100, 73
1789211807,7269, 100, 73
1789211812,7269, 100, 73
1789211817,7269, 100, 73
1789211822,7269, 100, 73
1789211827,7269, 100, 73
1789211832,7269, 100, 73
1789211837,7269, 100, 73
1789211842,7269, 100, 73
1789211847,7269, 100, 73
1789211852,7269, 100, 73
1789211857,7269, 100, 73
1789211862,7269, 100, 73
1789211867,7269, 100, 73
1789211872,7269, 100, 73
1789211877,7269, 100, 73
1789211883,7269, 100, 73
1789211888,7269, 100, 73
1789211893,7269, 100, 73
1789211898,7269, 100, 73
1789211903,7269, 100, 73
1789211908,7269, 100, 73
1789211913,7269, 100, 73
1789211918,7269, 100, 73
1789211923,7269, 100, 73
1789211928,7269, 100, 73
1789211933,7269, 100, 73
1789211938,7269, 100, 73
1789211943,7269, 100, 73
1789211948,7269, 100, 73
1789211953,7269, 100, 73
1789211958,7269, 100, 73
1789211963,7269, 100, 73
1789211969,7269, 100, 72
1789211974,7269, 100, 72
1789211979,7269, 100, 72
1789211984,7269, 100, 72
1789211989,7269, 100, 73
1789211994,7269, 100, 72
1789211999,1587, 0, 64
