0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 4
1, 4
0, 4
1, 4
0, 4
1, 4
0, 4
1, 4
0, 4
1, 4
0, 4
1, 4
0, 1480
1, 4
0, 2326
1, 4
0, 8220
1, 4
0, 8220
1, 4
0, 8220
1, 4
0, 10014
1, 4
0, 10024
1, 4
0, 10024
1, 4
0, 10024
1, 4
0, 10026
1, 4
0, 10026
1, 4
0, 10026
1, 4
0, 10026
1, 4
0, 10026
1, 4
0, 10026
1, 4
0, 10026
1, 4
0, 10026
1, 4
0, 10052
1, 4
0, 10052
1, 4
0, 10052
1, 4
0, 10054
1, 4
0, 10054
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 10056
1, 4
0, 9992
1, 4
0, 9992
1, 4
