0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 1
1, 1
0, 4
1, 4
0, 4
1, 4
0, 4
1, 4
0, 4
1, 260
0, 354
1, 354
0, 416
1, 416
0, 416
1, 416
0, 1304
1, 1276
0, 5698
1, 5698
0, 7934
1, 7934
0, 7934
1, 7934
0, 9740
1, 9738
0, 9740
1, 9738
0, 9768
1, 9766
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9770
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 9930
1, 9770
0, 10185
1, 9766
0, 10185
1, 9766
0, 9930
1, 4
0, 9926
1, 4
0, 9926
1, 4
